LSOA code (2021),LSOA name (2021),Local Authority District code (2024),Local Authority District name (2024),Index of Multiple Deprivation (IMD) Score,Index of Multiple Deprivation (IMD) Rank (where 1 is most deprived),Index of Multiple Deprivation (IMD) Decile (where 1 is most deprived 10% of LSOAs),Income Score (rate),Income Rank (where 1 is most deprived),Income Decile (where 1 is most deprived 10% of LSOAs),Employment Score (rate),Employment Rank (where 1 is most deprived),Employment Decile (where 1 is most deprived 10% of LSOAs),"Education, Skills and Training Score","Education, Skills and Training Rank (where 1 is most deprived)","Education, Skills and Training Decile (where 1 is most deprived 10% of LSOAs)",Health Deprivation and Disability Score,Health Deprivation and Disability Rank (where 1 is most deprived),Health Deprivation and Disability Decile (where 1 is most deprived 10% of LSOAs),Crime Score,Crime Rank (where 1 is most deprived),Crime Decile (where 1 is most deprived 10% of LSOAs),Barriers to Housing and Services Score,Barriers to Housing and Services Rank (where 1 is most deprived),Barriers to Housing and Services Decile (where 1 is most deprived 10% of LSOAs),Living Environment Score,Living Environment Rank (where 1 is most deprived),Living Environment Decile (where 1 is most deprived 10% of LSOAs),Income Deprivation Affecting Children Index (IDACI) Score (rate),Income Deprivation Affecting Children Index (IDACI) Rank (where 1 is most deprived),Income Deprivation Affecting Children Index (IDACI) Decile (where 1 is most deprived 10% of LSOAs),Income Deprivation Affecting Older People (IDAOPI) Score (rate),Income Deprivation Affecting Older People (IDAOPI) Rank (where 1 is most deprived),Income Deprivation Affecting Older People (IDAOPI) Decile (where 1 is most deprived 10% of LSOAs),Children and Young People Sub-domain Score,Children and Young People Sub-domain Rank (where 1 is most deprived),Children and Young People Sub-domain Decile (where 1 is most deprived 10% of LSO,Adult Skills Sub-domain Score,Adult Skills Sub-domain Rank (where 1 is most deprived),Adult Skills Sub-domain Decile (where 1 is most deprived 10% of LSOAs),Geographical Barriers Sub-domain Score,Geographical Barriers Sub-domain Rank (where 1 is most deprived),Geographical Barriers Sub-domain Decile (where 1 is most deprived 10% of LSOAs),Wider Barriers Sub-domain Score,Wider Barriers Sub-domain Rank (where 1 is most deprived),Wider Barriers Sub-domain Decile (where 1 is most deprived 10% of LSOAs),Indoors Sub-domain Score,Indoors Sub-domain Rank (where 1 is most deprived),Indoors Sub-domain Decile (where 1 is most deprived 10% of LSOAs),Outdoors Sub-domain Score,Outdoors Sub-domain Rank (where 1 is most deprived),Outdoors Sub-domain Decile (where 1 is most deprived 10% of LSOAs),Total population: mid 2022,Dependent Children aged 0-15: mid 2022,Older population aged 60 and over: mid 2022,Working age population 18-66 (for use with Employment Deprivation Domain): mid 2022
E01029940,West Suffolk 004C,E07000245,West Suffolk,24.3,11550,4,0.298,9626,3,0.169,9324,3,30.906,8578,3,0.44,10416,4,-0.338,21642,7,26.328,9592,3,4.281,30318,9,0.433,10618,4,0.303,7995,3,0.342,11589,4,0.333,6174,2,43.054,8419,3,0.669,12933,4,-0.54,27057,9,-0.875,30140,9,1332,247,365,797
E01029941,West Suffolk 007A,E07000245,West Suffolk,14.107,20286,7,0.087,27847,9,0.061,27915,9,9.909,22780,7,-0.787,27373,9,-0.819,27937,9,43.695,1247,1,36.488,6283,2,0.112,29622,9,0.106,21191,7,-0.406,22632,7,0.194,20971,7,79.695,610,1,-1.91,24454,8,0.866,3368,1,-0.739,28491,9,1828,258,574,1148
E01029942,West Suffolk 001A,E07000245,West Suffolk,15.251,19044,6,0.12,23448,7,0.064,27039,9,26.298,10692,4,-0.585,24904,8,-0.396,22450,7,36.084,3445,2,26.856,11021,4,0.27,18463,6,0.072,26075,8,0.219,13282,4,0.306,8216,3,60.584,3136,1,0.472,13740,5,0.568,6664,2,-0.623,26844,8,1518,208,476,918
E01029944,West Suffolk 001B,E07000245,West Suffolk,19.724,14925,5,0.135,21743,7,0.091,20452,7,41.074,5222,2,-0.383,22104,7,-0.761,27283,9,40.436,2006,1,23.068,13184,4,0.286,17505,6,0.095,22661,7,0.992,4595,2,0.335,6086,2,64.053,2619,1,1.209,10913,4,0.454,8180,3,-0.828,29647,9,1676,209,605,995
E01029945,West Suffolk 003A,E07000245,West Suffolk,12.593,21892,7,0.117,23727,8,0.065,26818,8,17.596,16081,5,-0.827,27823,9,-0.288,20970,7,34.063,4292,2,18.761,16197,5,0.182,24365,8,0.082,24555,8,0.163,14076,5,0.223,17001,6,64.107,2612,1,-0.762,19366,6,0.101,13782,5,-0.078,17023,6,2460,471,611,1524
E01029946,West Suffolk 004D,E07000245,West Suffolk,24.067,11721,4,0.236,13163,4,0.129,13948,5,43.298,4663,2,0.357,11447,4,0.541,9003,3,26.654,9287,3,3.772,30854,10,0.35,14254,5,0.222,11926,4,1.089,3863,2,0.338,5853,2,44.36,7731,3,0.498,13653,5,-0.692,29431,9,-0.614,26699,8,2138,399,557,1322
E01029947,West Suffolk 004E,E07000245,West Suffolk,15.556,18713,6,0.145,20609,7,0.09,20734,7,25.842,10934,4,-0.196,19305,6,0.586,8416,3,20.312,16597,5,13.534,20379,7,0.227,21172,7,0.136,18079,6,0.3,12172,4,0.293,9359,3,40.395,10180,4,-0.56,18384,6,-0.063,17048,6,-0.373,22556,7,2298,302,813,1363
E01029949,West Suffolk 015B,E07000245,West Suffolk,19.009,15488,5,0.264,11442,4,0.118,15567,5,23.581,12136,4,-0.127,18285,6,0.41,10777,4,20.353,16542,5,10.164,23599,7,0.408,11615,4,0.22,12021,4,0.217,13311,4,0.28,10500,4,36.477,13287,4,0.392,14071,5,-0.201,20038,6,-0.537,25490,8,1540,293,338,1007
E01029950,West Suffolk 015C,E07000245,West Suffolk,23.498,12124,4,0.272,10999,4,0.13,13859,5,37.7,6132,2,0.005,16339,5,0.83,5592,2,18.694,18841,6,13.432,20475,7,0.387,12546,4,0.292,8451,3,0.553,8941,3,0.363,4257,2,29.539,20291,7,1.283,10660,4,-0.132,18508,6,-0.176,18914,6,1835,380,332,1190
E01029951,West Suffolk 015D,E07000245,West Suffolk,6.249,29464,9,0.08,28748,9,0.056,29057,9,15.426,17783,6,-0.902,28565,9,-0.507,24030,8,17.545,20511,7,6.695,27462,9,0.116,29351,9,0.051,29824,9,-0.219,19739,6,0.241,14711,5,40.482,10121,3,-1.715,23637,8,-0.566,27534,9,-0.248,20264,7,1367,180,527,808
E01029952,West Suffolk 015E,E07000245,West Suffolk,11.28,23435,7,0.126,22767,7,0.077,23813,8,17.505,16155,5,-0.247,20051,6,-0.162,19195,6,16.735,21737,7,18.839,16141,5,0.243,20117,6,0.077,25352,8,-0.284,20713,7,0.269,11623,4,36.954,12853,4,-0.916,20086,6,0.056,14651,5,0.054,14594,5,1234,185,428,694
E01029953,West Suffolk 008B,E07000245,West Suffolk,13.875,20551,7,0.213,14743,5,0.081,22816,7,23.656,12084,4,-0.359,21703,7,-0.596,25232,8,21.482,15073,5,11.858,21941,7,0.31,16257,5,0.261,9860,3,0.089,15121,5,0.295,9165,3,42.458,8781,3,-0.715,19142,6,-0.145,18805,6,-0.396,23010,7,1371,248,266,931
E01029955,West Suffolk 008C,E07000245,West Suffolk,12.63,21854,7,0.154,19731,6,0.092,20323,7,17.137,16419,5,-0.43,22787,7,0.174,14192,5,16.918,21430,7,14.46,19555,6,0.284,17643,6,0.138,17825,6,-0.415,22760,7,0.276,10917,4,35.127,14572,5,-0.359,17448,6,-0.069,17180,6,-0.197,19317,6,1798,251,441,1186
E01029956,West Suffolk 008D,E07000245,West Suffolk,10.996,23791,8,0.155,19571,6,0.063,27258,9,17.132,16427,5,-0.55,24397,8,-0.456,23321,7,24.166,11836,4,12.596,21231,7,0.246,19900,6,0.11,20723,7,-0.391,22404,7,0.275,11099,4,47.31,6448,2,-0.969,20317,7,-0.27,21480,7,0.024,15112,5,1510,313,172,1085
E01029957,West Suffolk 007B,E07000245,West Suffolk,10.824,23987,8,0.078,29016,9,0.053,29827,9,7.952,24843,8,-0.974,29245,9,-1.095,30512,10,38.813,2492,1,29.063,9809,3,0.122,28882,9,0.058,28567,9,-0.431,22990,7,0.17,24555,8,75.38,1081,1,-2.253,25844,8,0.643,5792,2,-0.598,26455,8,2333,380,770,1360
E01030091,West Suffolk 011A,E07000245,West Suffolk,15.196,19113,6,0.13,22307,7,0.093,20114,6,12.094,20705,7,-0.111,18046,6,0.895,5033,2,5.27,33212,10,33.472,7600,3,0.24,20302,7,0.113,20451,7,-0.263,20406,7,0.207,19157,6,22.172,27069,9,-2.41,26440,8,0.425,8543,3,0.716,5608,2,1859,208,607,1168
E01030092,West Suffolk 014A,E07000245,West Suffolk,19.691,14948,5,0.183,16987,6,0.139,12648,4,16.275,17097,6,0.45,10292,4,0.751,6435,2,7.79,31974,10,23.636,12882,4,0.241,20236,6,0.161,15900,5,0.132,14515,5,0.211,18549,6,24.382,25265,8,-1.492,22666,7,0.3,10435,4,-0.007,15672,5,1474,175,472,932
E01030093,West Suffolk 011B,E07000245,West Suffolk,10.875,23923,8,0.129,22381,7,0.083,22335,7,16.158,17190,6,-0.473,23355,7,-0.215,19922,6,8.738,31236,10,25.78,11653,4,0.252,19552,6,0.089,23382,7,0.303,12134,4,0.185,22376,7,28.554,21315,7,-1.969,24702,8,0.275,10814,4,0.308,10461,4,1637,166,496,1049
E01030094,West Suffolk 006A,E07000245,West Suffolk,19.735,14912,5,0.139,21324,7,0.082,22587,7,21.675,13233,4,-0.417,22584,7,-0.627,25635,8,43.534,1272,1,42.31,4154,2,0.191,23685,8,0.111,20712,7,0.557,8900,3,0.211,18571,6,75.379,1082,1,-0.249,16983,6,1.028,2103,1,-1.028,31470,10,1440,264,425,883
E01030095,West Suffolk 005A,E07000245,West Suffolk,14.429,19944,6,0.098,26393,8,0.069,25833,8,16.246,17119,6,-0.896,28499,9,-0.902,28787,9,45.406,910,1,23.16,13139,4,0.146,27103,9,0.087,23719,8,0.21,13405,4,0.2,20123,6,75.391,1080,1,0.323,14384,5,0.484,7776,3,-1.25,32764,10,1208,152,502,663
E01030096,West Suffolk 005B,E07000245,West Suffolk,17.878,16468,5,0.101,25965,8,0.08,23072,7,20.361,14112,5,-0.624,25412,8,-0.894,28721,9,43.375,1299,1,42.851,3993,2,0.203,22775,7,0.056,28929,9,0.298,12186,4,0.236,15325,5,78.996,682,1,-1.688,23515,7,0.976,2461,1,-0.302,21258,7,1449,158,614,845
E01030097,West Suffolk 005C,E07000245,West Suffolk,19.783,14883,5,0.145,20631,7,0.083,22441,7,32.908,7815,3,-0.396,22293,7,-0.171,19330,6,38.781,2501,1,33.489,7591,3,0.295,17074,6,0.078,25052,8,1.047,4181,2,0.247,14025,5,73.997,1236,1,-1.677,23481,7,0.726,4836,2,-0.258,20444,7,1279,196,474,717
E01030098,West Suffolk 010A,E07000245,West Suffolk,12.498,22003,7,0.14,21165,7,0.081,22898,7,13.322,19561,6,-0.685,26165,8,-1.327,31982,10,32.135,5318,2,21.201,14467,5,0.264,18776,6,0.089,23388,7,0.156,14179,5,0.17,24673,8,67.95,2033,1,-2.992,28462,9,0.358,9544,3,-0.672,27551,9,2702,506,845,1504
E01030099,West Suffolk 017A,E07000245,West Suffolk,14.05,20348,7,0.085,28112,9,0.062,27508,9,8.195,24573,8,-0.922,28766,9,-0.962,29409,9,42.821,1421,1,40.969,4598,2,0.154,26527,8,0.068,26766,8,-0.396,22490,7,0.17,24567,8,77.899,813,1,-1.361,22073,7,0.971,2496,1,-0.654,27277,9,1936,215,872,1043
E01030100,West Suffolk 010B,E07000245,West Suffolk,15.103,19212,6,0.102,25757,8,0.068,26174,8,9.026,23688,8,-0.576,24780,8,-1.453,32560,10,46.923,679,1,32.816,7930,3,0.221,21560,7,0.047,30433,10,-0.322,21287,7,0.173,24110,8,85.654,190,1,-3.896,30869,10,0.787,4186,2,-0.951,30848,10,2220,325,849,1229
E01030101,West Suffolk 017B,E07000245,West Suffolk,14.34,20039,6,0.142,20903,7,0.083,22393,7,15.242,17942,6,-0.783,27330,9,-0.465,23451,7,36.01,3476,2,21.754,14057,5,0.255,19355,6,0.115,20170,6,-0.244,20098,6,0.241,14687,5,61.423,2986,1,0.304,14457,5,0.302,10392,4,-0.285,20922,7,2286,329,882,1245
E01030104,West Suffolk 016A,E07000245,West Suffolk,6.974,28667,9,0.089,27588,9,0.062,27527,9,5.429,27747,9,-1.258,31296,10,-0.972,29525,9,30.004,6579,2,6.335,27887,9,0.155,26439,8,0.05,29999,9,-0.767,27278,9,0.162,25873,8,64.891,2476,1,-3.191,29064,9,-0.5,26275,8,-0.44,23849,8,2638,498,919,1397
E01030105,West Suffolk 020A,E07000245,West Suffolk,18.248,16141,5,0.177,17458,6,0.092,20313,7,38.175,5995,2,-0.149,18630,6,0.368,11357,4,21.607,14913,5,16.454,17965,6,0.283,17691,6,0.13,18652,6,0.959,4861,2,0.315,7536,3,33.434,16292,5,1.391,10235,4,0.056,14636,5,-0.281,20851,7,1880,386,348,1235
E01030106,West Suffolk 020B,E07000245,West Suffolk,21.167,13791,5,0.244,12703,4,0.151,11156,4,32.479,7966,3,-0.111,18051,6,0.115,15069,5,25.476,10393,4,4.01,30594,10,0.361,13743,5,0.194,13615,5,0.597,8439,3,0.317,7375,3,38.106,11907,4,1.495,9893,3,-0.691,29420,9,-0.555,25799,8,2420,533,457,1514
E01030107,West Suffolk 020C,E07000245,West Suffolk,6.392,29311,9,0.062,30936,10,0.056,29033,9,15.21,17968,6,-0.754,26982,8,-1.281,31726,10,25.079,10793,4,1.81,32860,10,0.098,30528,10,0.033,32456,10,-0.112,18092,6,0.227,16371,5,44.945,7459,3,-0.09,16278,5,-1.002,32328,10,-0.747,28618,9,1618,259,540,920
E01030108,West Suffolk 020D,E07000245,West Suffolk,27.167,9782,3,0.234,13320,4,0.162,9973,3,49.778,3279,1,0.15,14217,5,1.035,3819,2,21.638,14872,5,8.66,25253,8,0.32,15718,5,0.143,17399,6,1.226,2965,1,0.366,4086,2,33.053,16672,5,1.47,9970,3,-0.292,21981,7,-0.547,25659,8,1872,393,433,1111
E01030109,West Suffolk 019A,E07000245,West Suffolk,31.227,7709,3,0.354,7051,3,0.196,6973,3,38.472,5904,2,0.443,10363,4,0.925,4743,2,25.473,10396,4,3.318,31325,10,0.475,8967,3,0.241,10868,4,0.982,4682,2,0.314,7604,3,35.515,14213,5,2.027,8269,3,-0.628,28535,9,-0.93,30676,10,1859,469,387,1059
E01030110,West Suffolk 019B,E07000245,West Suffolk,20.567,14289,5,0.245,12608,4,0.139,12653,4,27.936,9900,3,0.089,15091,5,0.269,12774,4,24.728,11184,4,2.624,32074,10,0.321,15668,5,0.248,10486,4,0.58,8647,3,0.276,10896,4,40.26,10286,4,0.84,12254,4,-0.789,30558,10,-0.774,28957,9,2859,631,588,1787
E01030111,West Suffolk 019C,E07000245,West Suffolk,5.487,30341,9,0.05,32133,10,0.044,31552,10,14.201,18791,6,-0.801,27538,9,-1.384,32271,10,25.063,10811,4,0.569,33627,10,0.07,32048,10,0.038,31854,10,-0.302,20982,7,0.235,15437,5,39.736,10651,4,1.047,11484,4,-1.212,33194,10,-1.151,32292,10,1348,221,427,818
E01030112,West Suffolk 019D,E07000245,West Suffolk,18.208,16192,5,0.172,17933,6,0.12,15236,5,16.319,17067,6,-0.034,16923,6,0.956,4466,2,21.248,15357,5,12.538,21292,7,0.202,22831,7,0.143,17411,6,-0.591,25192,8,0.279,10597,4,35.54,14186,5,0.866,12159,4,-0.273,21565,7,0.025,15101,5,1839,317,485,1172
E01030113,West Suffolk 020E,E07000245,West Suffolk,17.032,17244,6,0.189,16552,5,0.102,18397,6,36.077,6668,2,-0.381,22066,7,0.341,11718,4,17.188,21014,7,12.229,21571,7,0.301,16725,5,0.131,18489,6,0.86,5751,2,0.312,7756,3,32.199,17514,6,0.373,14170,5,-0.154,18987,6,-0.304,21299,7,2202,402,521,1389
E01030114,West Suffolk 020F,E07000245,West Suffolk,32.539,7139,3,0.357,6901,3,0.191,7320,3,52.059,2850,1,0.278,12496,4,0.559,8774,3,31.515,5686,2,2.994,31677,10,0.587,5115,2,0.203,13086,4,1.157,3371,1,0.391,2876,1,35.075,14639,5,3.587,4564,2,-0.618,28367,9,-1.22,32621,10,1507,357,265,926
E01030115,West Suffolk 021A,E07000245,West Suffolk,25.752,10631,4,0.29,10065,3,0.135,13187,4,40.698,5310,2,0.161,14073,5,0.791,5985,2,28.263,7904,3,2.42,32274,10,0.394,12230,4,0.344,6467,2,0.891,5457,2,0.346,5317,2,37.765,12170,4,2.294,7500,3,-0.864,31300,10,-0.716,28215,9,2363,535,389,1492
E01030116,West Suffolk 021B,E07000245,West Suffolk,5.786,29997,9,0.081,28546,9,0.056,29152,9,9.017,23703,8,-1.455,32260,10,-0.798,27690,9,25.655,10208,4,1.667,32978,10,0.124,28761,9,0.058,28530,9,-0.446,23196,7,0.187,22146,7,50.619,5287,2,-1.233,21492,7,-1.129,32950,10,-0.699,27953,9,2211,423,475,1413
E01030117,West Suffolk 021C,E07000245,West Suffolk,10.188,24744,8,0.128,22497,7,0.065,26725,8,15.49,17732,6,-0.319,21104,7,-0.299,21117,7,25.819,10046,3,0.92,33467,10,0.184,24234,8,0.142,17443,6,-0.289,20787,7,0.248,13883,5,47.364,6432,2,-0.386,17580,6,-0.972,32142,10,-1.337,33063,10,1497,259,325,1001
E01030118,West Suffolk 021D,E07000245,West Suffolk,20.448,14375,5,0.211,14841,5,0.137,12954,4,32.706,7878,3,-0.217,19597,6,0.054,15984,5,31.29,5817,2,3.631,30994,10,0.28,17844,6,0.147,17072,6,0.488,9691,3,0.332,6275,2,43.275,8302,3,1.994,8362,3,-0.54,27070,9,-1.357,33126,10,1518,333,292,947
E01030119,West Suffolk 010C,E07000245,West Suffolk,12.064,22529,7,0.094,26873,8,0.067,26313,8,9.89,22794,7,-0.573,24738,8,-0.927,29022,9,31.729,5568,2,36.212,6400,2,0.172,25115,8,0.047,30470,10,-0.358,21916,7,0.19,21694,7,66.259,2266,1,-2.544,26925,8,0.823,3807,2,-0.39,22905,7,2288,377,772,1288
E01030121,West Suffolk 006B,E07000245,West Suffolk,12.7,21773,7,0.15,20063,6,0.074,24530,8,16.998,16553,5,-0.45,23064,7,-0.486,23711,8,28.482,7741,3,15.995,18295,6,0.289,17389,6,0.088,23592,7,0.273,12511,4,0.2,20151,6,59.846,3247,1,-2.35,26200,8,0.176,12432,4,-1.186,32463,10,2301,384,769,1317
E01030122,West Suffolk 018A,E07000245,West Suffolk,8.908,26323,8,0.084,28198,9,0.064,27152,9,13.017,19832,6,-1.012,29587,9,-0.798,27682,9,29.942,6619,2,13.522,20395,7,0.101,30319,9,0.081,24657,8,-0.306,21035,7,0.222,17115,6,61.923,2927,1,-2.109,25252,8,0.063,14510,5,-1.252,32771,10,2179,390,753,1187
E01030123,West Suffolk 014B,E07000245,West Suffolk,29.849,8351,3,0.308,9117,3,0.213,5837,2,40.771,5295,2,0.34,11668,4,0.899,4995,2,19.999,17036,6,5.699,28675,9,0.437,10431,4,0.124,19263,6,1.167,3312,1,0.302,8551,3,38.172,11850,4,-0.088,16274,5,-0.677,29196,9,-0.26,20468,7,1676,427,441,927
E01030124,West Suffolk 014C,E07000245,West Suffolk,3.483,32307,10,0.054,31770,10,0.052,30036,9,8.72,24018,8,-0.952,29050,9,-0.976,29558,9,11.736,28318,9,6.621,27569,9,0.096,30633,10,0.037,31902,10,-0.818,27835,9,0.209,18935,6,36.047,13703,5,-3.289,29356,9,-0.649,28812,9,-0.152,18418,6,1588,223,619,856
E01030125,West Suffolk 014D,E07000245,West Suffolk,18.742,15728,5,0.223,14007,5,0.124,14609,5,35.314,6953,3,0.067,15444,5,0.007,16678,5,18.486,19136,6,4.285,30316,9,0.381,12813,4,0.143,17413,6,0.897,5402,2,0.299,8842,3,39.516,10805,4,-0.986,20397,7,-0.571,27613,9,-0.756,28730,9,1376,259,476,737
E01030127,West Suffolk 012A,E07000245,West Suffolk,3.847,32002,10,0.074,29555,9,0.045,31509,10,7.336,25546,8,-0.921,28748,9,-0.944,29202,9,13.649,25958,8,8.68,25229,8,0.153,26548,8,0.046,30649,10,-0.776,27384,9,0.189,21766,7,38.168,11852,4,-3.039,28589,9,-0.607,28206,9,0.073,14251,5,1095,153,314,733
E01030128,West Suffolk 012B,E07000245,West Suffolk,3.187,32563,10,0.076,29196,9,0.047,31083,10,5.023,28222,9,-0.971,29208,9,-1.277,31709,10,16.245,22456,7,1.56,33067,10,0.146,27085,9,0.051,29769,9,-1.227,31154,10,0.178,23473,7,41.634,9347,3,-3.055,28651,9,-0.922,31779,10,-0.96,30902,10,1304,210,256,926
E01030129,West Suffolk 012C,E07000245,West Suffolk,2.775,32905,10,0.054,31723,10,0.052,30032,9,6.472,26538,8,-0.97,29199,9,-1.283,31746,10,12.557,27326,9,2.59,32105,10,0.112,29637,9,0.04,31543,10,-1.035,29858,9,0.191,21544,7,35.13,14568,5,-2.22,25706,8,-1.175,33104,10,-0.458,24134,8,1271,205,445,742
E01030130,West Suffolk 009A,E07000245,West Suffolk,21.215,13747,5,0.254,12056,4,0.144,11990,4,36.633,6473,2,-0.013,16613,5,0.275,12678,4,13.764,25819,8,13.208,20681,7,0.338,14860,5,0.217,12176,4,1.175,3258,1,0.26,12633,4,34.507,15181,5,-1.384,22176,7,-0.391,24091,8,0.306,10505,4,1391,258,362,844
E01030131,West Suffolk 009B,E07000245,West Suffolk,36.872,5494,2,0.405,5143,2,0.209,6092,2,60.012,1576,1,0.871,5753,2,0.806,5829,2,18.416,19251,6,1.122,33336,10,0.454,9776,3,0.379,5331,2,1.723,815,1,0.357,4600,2,37.247,12602,4,-0.395,17636,6,-0.917,31736,10,-1.337,33061,10,1270,320,249,735
E01030132,West Suffolk 006C,E07000245,West Suffolk,11.612,23036,7,0.031,33310,10,0.025,33502,10,12.759,20090,6,-0.951,29045,9,-2.499,33739,10,48.465,475,1,20.61,14876,5,0.092,30905,10,0.047,30404,10,0.182,13783,5,0.156,26667,8,80.128,574,1,-0.157,16585,5,0.39,9074,3,-1.801,33687,10,1526,184,197,1180
E01030133,West Suffolk 006D,E07000245,West Suffolk,19.08,15426,5,0.151,20036,6,0.081,22831,7,9.632,23071,7,-0.536,24190,8,-0.756,27239,9,43.258,1330,1,50.173,2212,1,0.238,20488,7,0.155,16325,5,-0.533,24419,8,0.201,19916,6,78.759,707,1,-1.622,23233,7,1.108,1613,1,-0.047,16377,5,1388,217,466,807
E01030134,West Suffolk 010D,E07000245,West Suffolk,15.775,18477,6,0.125,22861,7,0.091,20566,7,12.211,20592,7,0.097,14979,5,-1.429,32455,10,34.159,4254,2,32.357,8147,3,0.207,22486,7,0.077,25374,8,-0.109,18061,6,0.191,21417,7,69.218,1841,1,-2.252,25837,8,0.78,4250,2,-1.094,31944,10,1239,203,473,647
E01030135,West Suffolk 010E,E07000245,West Suffolk,12.855,21598,7,0.058,31360,10,0.051,30260,9,9.15,23567,7,-0.787,27368,9,-1.446,32532,10,38.388,2625,1,46.708,2949,1,0.111,29714,9,0.062,27873,9,-0.444,23170,7,0.188,21910,7,74.557,1180,1,-2.088,25167,8,1.044,2003,1,-0.134,18082,6,1430,208,436,843
E01030137,West Suffolk 011C,E07000245,West Suffolk,9.474,25603,8,0.112,24421,8,0.064,27119,9,13.561,19363,6,-0.786,27363,9,0.444,10310,4,7.115,32408,10,21.51,14244,5,0.222,21491,7,0.049,30175,9,-0.23,19892,6,0.221,17245,6,28.003,21879,7,-2.781,27780,9,-0.214,20287,7,0.851,4428,2,1660,228,373,1158
E01030138,West Suffolk 016B,E07000245,West Suffolk,16.653,17600,6,0.162,18873,6,0.089,20875,7,16.308,17077,6,-0.636,25546,8,-0.52,24215,8,39.157,2368,1,26.29,11360,4,0.269,18511,6,0.089,23451,7,0.143,14370,5,0.21,18680,6,75.602,1058,1,-2.16,25460,8,0.525,7198,3,-0.483,24568,8,2595,467,838,1460
E01030139,West Suffolk 009C,E07000245,West Suffolk,40.117,4541,2,0.434,4245,2,0.222,5234,2,62.353,1285,1,0.802,6429,2,1.247,2389,1,14.96,24232,8,4.624,29931,9,0.592,4951,2,0.366,5724,2,1.903,497,1,0.35,5065,2,31.974,17727,6,-0.274,17085,6,-0.821,30890,10,-0.29,21021,7,1666,366,357,1052
E01030140,West Suffolk 009D,E07000245,West Suffolk,19.989,14729,5,0.196,15967,5,0.126,14389,5,44.659,4359,2,0.333,11768,4,0.068,15778,5,14.51,24873,8,5.56,28844,9,0.368,13405,4,0.14,17676,6,1.115,3674,2,0.345,5407,2,33.311,16427,5,-0.724,19190,6,-0.744,30036,9,-0.209,19546,6,1190,215,265,765
E01030141,West Suffolk 009E,E07000245,West Suffolk,22.91,12517,4,0.266,11335,4,0.123,14779,5,51.04,3043,1,0.237,13017,4,0.399,10924,4,15.914,22926,7,1.622,33020,10,0.467,9243,3,0.205,12933,4,1.474,1653,1,0.334,6157,2,34.83,14860,5,-0.625,18713,6,-0.838,31048,10,-1.157,32330,10,1501,263,307,987
E01030142,West Suffolk 013A,E07000245,West Suffolk,4.581,31350,10,0.065,30663,10,0.072,24944,8,3.641,29838,9,-0.665,25925,8,-0.499,23903,8,13.626,25984,8,2.259,32429,10,0.113,29527,9,0.037,31899,10,-1.082,30190,9,0.151,27377,9,37.275,12581,4,-2.569,27020,9,-0.798,30646,10,-0.896,30352,9,1607,193,696,845
E01030143,West Suffolk 013B,E07000245,West Suffolk,16.365,17852,6,0.189,16522,5,0.125,14536,5,21.469,13380,4,0.361,11405,4,0.01,16631,5,12.351,27578,9,6.844,27294,9,0.293,17166,6,0.167,15405,5,0.354,11426,4,0.24,14794,5,36.504,13262,4,-3.077,28714,9,-0.373,23703,8,-0.711,28133,9,1384,219,355,871
E01030144,West Suffolk 013C,E07000245,West Suffolk,9.324,25809,8,0.097,26520,8,0.077,23662,8,13.145,19731,6,-0.106,17987,6,-0.567,24837,8,18.767,18751,6,11.171,22621,7,0.17,25302,8,0.078,25178,8,0.004,16388,5,0.189,21716,7,42.249,8917,3,-1.805,23996,8,-0.378,23799,8,0.05,14681,5,1245,200,488,638
E01030145,West Suffolk 005D,E07000245,West Suffolk,13.125,21314,7,0.112,24346,8,0.075,24228,8,21.667,13241,4,-0.41,22481,7,-0.918,28941,9,31.909,5462,2,19.369,15735,5,0.226,21260,7,0.069,26585,8,0.436,10359,4,0.23,16014,5,64.433,2551,1,-1.787,23933,8,0.185,12240,4,-0.259,20460,7,1403,224,493,801
E01030146,West Suffolk 005E,E07000245,West Suffolk,17.787,16554,5,0.183,17013,6,0.125,14568,5,26.851,10412,4,-0.255,20162,6,-0.885,28631,9,32.22,5263,2,9.898,23869,8,0.256,19311,6,0.153,16505,5,0.512,9428,3,0.275,11032,4,65.678,2344,1,-2.057,25047,8,-0.171,19364,6,-0.753,28697,9,1509,293,548,761
E01030147,West Suffolk 013D,E07000245,West Suffolk,6.564,29124,9,0.082,28460,9,0.068,26179,8,12.845,20011,6,-0.666,25942,8,-0.237,20229,6,11.737,28316,9,7.959,26030,8,0.18,24488,8,0.033,32374,10,-0.314,21171,7,0.22,17267,6,34.34,15366,5,-2.354,26219,8,-0.485,25993,8,-0.193,19237,6,1460,170,669,737
E01030148,West Suffolk 014E,E07000245,West Suffolk,5.421,30426,10,0.045,32498,10,0.059,28456,9,14.59,18463,6,-0.644,25655,8,-1.124,30719,10,19.718,17407,6,2.273,32418,10,0.083,31407,10,0.037,31915,10,-0.315,21188,7,0.241,14762,5,44.134,7847,3,-2.033,24960,8,-0.69,29397,9,-1.466,33374,10,1196,154,484,641
